ObjectID,RevisitID,Reporter,OccStatus,Status,RevisitDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Abundance,InfestAcre,GrossAcre,PercentCov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Incidence,Severity,ManageStat,PopStat,RecBasis,UUID,RecSrcTyp,VisitType,PlantTreat,TreatComm,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"8562602","9549860",Christofer Onopa Illinois Natural Survey,Detected,Positive,09-29-21,10-06-21,,"McHenry, Illinois, United States","  42.30347"," -88.47624",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8686868","9609672",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-18-21,10-28-21,,"McHenry, Illinois, United States","  42.41834"," -88.61444",WGS84,,,0.44,,,,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8686868","9549864",Christofer Onopa Illinois Natural Survey,Detected,Positive,09-29-21,10-06-21,,"McHenry, Illinois, United States","  42.41834"," -88.61444",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8700881","9615267",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-05-21,11-09-21,,"DuPage, Illinois, United States","  41.77040"," -88.15642",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8700882","9615268",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-05-21,11-09-21,,"DuPage, Illinois, United States","  41.76994"," -88.15752",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8702476","9549837",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-01-21,10-06-21,,"Lake, Illinois, United States","  42.39397"," -88.18284",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8706420","9621619",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-24-21,11-25-21,,"DuPage, Illinois, United States","  41.89714"," -87.96929",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8706427","9574200",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-13-21,10-14-21,,"Winnebago, Illinois, United States","  42.19959"," -89.07898",WGS84,,,0.07,,,25-50%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8706427","9623751",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-01-21,12-03-21,,"Winnebago, Illinois, United States","  42.19959"," -89.07898",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8706428","9574198",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-13-21,10-14-21,,"Winnebago, Illinois, United States","  42.16527"," -89.04608",WGS84,,,0.02,,,<5%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"8706428","9618987",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-12-21,11-14-21,,"Winnebago, Illinois, United States","  42.16527"," -89.04608",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628595","9615244",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-08-21,11-09-21,,"Kane, Illinois, United States","  41.75950"," -88.31161",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628596","9615254",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-08-21,11-09-21,,"Kane, Illinois, United States","  41.74389"," -88.32972",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628609","9623477",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-29-21,11-30-21,,"DeKalb, Illinois, United States","  41.91974"," -88.75237",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628612","9624345",Christofer Onopa Illinois Natural Survey,Undetected,Negative,12-08-21,12-09-21,,"Cook, Illinois, United States","  41.67394"," -88.01078",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628565","9621621",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-24-21,11-25-21,,"DuPage, Illinois, United States","  41.89219"," -87.96304",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628576","9549839",Christofer Onopa Illinois Natural Survey,Undetected,Negative,10-01-21,10-06-21,,"McHenry, Illinois, United States","  42.38955"," -88.21860",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628592","9621623",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-24-21,11-25-21,,"DuPage, Illinois, United States","  41.88713"," -87.96131",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628644","9624341",Christofer Onopa Illinois Natural Survey,Undetected,Negative,12-08-21,12-09-21,,"DuPage, Illinois, United States","  41.72537"," -88.00665",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628689","9621114",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-17-21,11-19-21,,"La Salle, Illinois, United States","  41.55737"," -89.11105",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628693","9549843",Christofer Onopa Illinois Natural Survey,Undetected,Negative,10-01-21,10-06-21,,"McHenry, Illinois, United States","  42.32934"," -88.25002",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8669411","9621148",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-19-21,11-20-21,,"Will, Illinois, United States","  41.54840"," -88.07321",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8669416","9621150",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-19-21,11-20-21,,"Will, Illinois, United States","  41.52103"," -88.07532",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8669417","9621154",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-19-21,11-20-21,,"Will, Illinois, United States","  41.51020"," -88.07753",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678204","9621110",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-17-21,11-19-21,,"La Salle, Illinois, United States","  41.55525"," -89.11009",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678205","9621112",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-17-21,11-19-21,,"La Salle, Illinois, United States","  41.55701"," -89.10654",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678206","9621108",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-17-21,11-19-21,,"La Salle, Illinois, United States","  41.55430"," -89.11363",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678207","9621106",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-17-21,11-19-21,,"La Salle, Illinois, United States","  41.54430"," -89.11903",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678209","9623473",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-29-21,11-30-21,,"DeKalb, Illinois, United States","  41.92687"," -88.73876",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678210","9623475",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-29-21,11-30-21,,"DeKalb, Illinois, United States","  41.92865"," -88.74547",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678211","9623479",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-29-21,11-30-21,,"DeKalb, Illinois, United States","  41.92971"," -88.75776",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678212","9623481",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-29-21,11-30-21,,"DeKalb, Illinois, United States","  41.92998"," -88.75908",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678215","9623487",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-29-21,11-30-21,,"Ogle, Illinois, United States","  41.92104"," -89.06348",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678216","9623471",Christofer Onopa Illinois Natural Survey,Detected,Positive,11-29-21,11-30-21,,"DeKalb, Illinois, United States","  42.09884"," -88.68901",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8678217","9623469",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-29-21,11-30-21,,"DeKalb, Illinois, United States","  42.09731"," -88.68969",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8682331","9623741",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-02-21,12-03-21,,"Kane, Illinois, United States","  42.10252"," -88.28455",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8682332","9623739",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-02-21,12-03-21,,"Kane, Illinois, United States","  42.10132"," -88.28403",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8682334","9623743",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-02-21,12-03-21,,"Kane, Illinois, United States","  42.10985"," -88.29645",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8682338","9549853",Christofer Onopa Illinois Natural Survey,Detected,Positive,09-30-21,10-06-21,,"McHenry, Illinois, United States","  42.23813"," -88.34002",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8682339","9549862",Christofer Onopa Illinois Natural Survey,Detected,Positive,09-29-21,10-06-21,,"McHenry, Illinois, United States","  42.39319"," -88.60332",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8682339","9609671",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-18-21,10-28-21,,"McHenry, Illinois, United States","  42.39319"," -88.60332",WGS84,,,0.13,,,25-50%,,,,,,,,,,,Android,Monitoring,,,,,,,Verified,,
"9609663","9624186",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-06-21,12-08-21,,"Will, Illinois, United States","  41.60750"," -88.18132",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"9609667","9624184",Christofer Onopa Illinois Natural Survey,Detected,Positive,12-06-21,12-08-21,,"Will, Illinois, United States","  41.60849"," -88.18436",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"9497919","9621156",Christofer Onopa Illinois Natural Survey,Undetected,Negative,11-19-21,11-20-21,,"Will, Illinois, United States","  41.50950"," -88.08113",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8774219","9549845",Christofer Onopa Illinois Natural Survey,Undetected,Negative,10-01-21,10-06-21,,"McHenry, Illinois, United States","  42.31028"," -88.22792",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8774224","9549851",Christofer Onopa Illinois Natural Survey,Detected,Positive,10-01-21,10-06-21,,"McHenry, Illinois, United States","  42.31202"," -88.22662",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Android,,,,,,,,Not Verified,,
"8774225","9549847",Christofer Onopa Illinois Natural Survey,Undetected,Negative,10-01-21,10-06-21,,"McHenry, Illinois, United States","  42.31462"," -88.22429",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8774226","9549849",Christofer Onopa Illinois Natural Survey,Undetected,Negative,10-01-21,10-06-21,,"McHenry, Illinois, United States","  42.31480"," -88.22394",WGS84,,,,,,,,,,,,,Not Found,,Human Observation,,Android,,,,,,,,Not Verified,,
"8628637","9620466",Brady O'Connell ,Detected,Positive,11-17-21,11-17-21,,"Mason, Illinois, United States","  40.27507"," -90.04119",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8628637","9624032",Brady O'Connell ,Detected,Positive,12-06-21,12-07-21,,"Mason, Illinois, United States","  40.27507"," -90.04119",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9517083","9613517",Brady O'Connell ,Detected,Positive,11-01-21,11-01-21,,"Sangamon, Illinois, United States","  39.76091"," -89.58705",WGS84,,,0,,,<5%,,,,,,,,,,,iPhone,Monitoring,,,"Not sure what it means or if anything at all, but the 4 TOH here have white spray painting on them. Maybe to mark for removal?",,,,Verified,,
"9517083","9623768",Brady O'Connell ,Detected,Positive,12-03-21,12-03-21,,"Sangamon, Illinois, United States","  39.76091"," -89.58705",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9613398","9620311",Brady O'Connell ,Detected,Positive,11-16-21,11-16-21,,"McLean, Illinois, United States","  40.49070"," -89.00047",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9613399","9620291",Brady O'Connell ,Detected,Positive,11-16-21,11-16-21,,"McLean, Illinois, United States","  40.48199"," -89.01373",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9613401","9620313",Brady O'Connell ,Detected,Positive,11-16-21,11-16-21,,"McLean, Illinois, United States","  40.48120"," -89.00675",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9613403","9620292",Brady O'Connell ,Detected,Positive,11-16-21,11-16-21,,"McLean, Illinois, United States","  40.47866"," -89.00367",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9613404","9620309",Brady O'Connell ,Detected,Positive,11-16-21,11-16-21,,"McLean, Illinois, United States","  40.48222"," -89.00566",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9613406","9620295",Brady O'Connell ,Detected,Positive,11-16-21,11-16-21,,"McLean, Illinois, United States","  40.48000"," -89.01288",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8628657","9624362",Brady O'Connell ,Detected,Positive,12-07-21,12-09-21,,"Macon, Illinois, United States","  39.82244"," -88.93943",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8706439","9620464",Brady O'Connell ,Detected,Positive,11-17-21,11-17-21,,"Cass, Illinois, United States","  40.01629"," -90.43605",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8706439","9624029",Brady O'Connell ,Detected,Positive,12-06-21,12-07-21,,"Cass, Illinois, United States","  40.01629"," -90.43605",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8706440","9624028",Brady O'Connell ,Detected,Positive,12-06-21,12-07-21,,"Morgan, Illinois, United States","  39.72400"," -90.24540",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8706440","9620463",Brady O'Connell ,Detected,Positive,11-17-21,11-17-21,,"Morgan, Illinois, United States","  39.72400"," -90.24540",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8706442","9620465",Brady O'Connell ,Detected,Positive,11-17-21,11-17-21,,"Scott, Illinois, United States","  39.75169"," -90.53413",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,TOH is present all along the north side of E Charles,,,,Not Verified,,
"8706442","9624031",Brady O'Connell ,Detected,Positive,12-06-21,12-07-21,,"Scott, Illinois, United States","  39.75169"," -90.53413",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8709346","9549545",Brady O'Connell ,Detected,Positive,10-05-21,10-05-21,,"Menard, Illinois, United States","  39.96201"," -89.71504",WGS84,,,0.11,,,,,,,,,,,,,,iPhone,Monitoring,,,,,,,Verified,,
"8709346","9619158",Brady O'Connell ,Detected,Positive,11-15-21,11-15-21,,"Menard, Illinois, United States","  39.96201"," -89.71504",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"8709346","9624358",Brady O'Connell ,Detected,Positive,12-07-21,12-09-21,,"Menard, Illinois, United States","  39.96201"," -89.71504",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549358","9623618",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"McLean, Illinois, United States","  40.30732"," -89.17845",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,A majority has been cut down here ,,,,Not Verified,,
"9549358","9615191",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"McLean, Illinois, United States","  40.30732"," -89.17845",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549359","9615185",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"McLean, Illinois, United States","  40.31138"," -89.17002",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549359","9623616",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"McLean, Illinois, United States","  40.31138"," -89.17002",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549360","9623600",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"McLean, Illinois, United States","  40.30987"," -89.17548",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549360","9615194",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"McLean, Illinois, United States","  40.30987"," -89.17548",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549361","9615188",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"McLean, Illinois, United States","  40.31747"," -89.16586",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549361","9623602",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"McLean, Illinois, United States","  40.31747"," -89.16586",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549495","9615197",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"Logan, Illinois, United States","  40.24465"," -89.25126",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,TOH present on both sides of the road (2250 st.),,,,Not Verified,,
"9549495","9623585",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"Logan, Illinois, United States","  40.24465"," -89.25126",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549543","9615182",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"McLean, Illinois, United States","  40.29634"," -89.19091",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549546","9623586",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"McLean, Illinois, United States","  40.40701"," -89.06228",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549546","9615193",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"McLean, Illinois, United States","  40.40701"," -89.06228",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549547","9623593",Brady O'Connell ,Detected,Positive,11-30-21,12-01-21,,"McLean, Illinois, United States","  40.40727"," -89.06204",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9549547","9615184",Brady O'Connell ,Detected,Positive,11-08-21,11-08-21,,"McLean, Illinois, United States","  40.40727"," -89.06204",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550285","9617363",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85569"," -89.63380",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550286","9617381",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85191"," -89.63320",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550288","9617336",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85448"," -89.63374",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550289","9617366",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85578"," -89.63392",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550290","9624359",Brady O'Connell ,Detected,Positive,12-07-21,12-09-21,,"Sangamon, Illinois, United States","  39.85352"," -89.24044",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550291","9617364",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85562"," -89.63381",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550293","9624361",Brady O'Connell ,Detected,Positive,12-07-21,12-09-21,,"Sangamon, Illinois, United States","  39.85358"," -89.24240",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550294","9617341",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85518"," -89.63396",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550296","9624363",Brady O'Connell ,Detected,Positive,12-07-21,12-09-21,,"Sangamon, Illinois, United States","  39.85231"," -89.40513",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550297","9617337",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85389"," -89.63349",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550299","9617382",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85144"," -89.63318",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550300","9617340",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85485"," -89.63381",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9550939","9617384",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.85267"," -89.63338",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9574109","9618924",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.77269"," -89.60369",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9574109","9623614",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.77269"," -89.60369",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9574110","9623599",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.77219"," -89.60703",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9574110","9618923",Brady O'Connell ,Detected,Positive,11-12-21,11-12-21,,"Sangamon, Illinois, United States","  39.77219"," -89.60703",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599391","9623601",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.77385"," -89.60728",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599392","9623583",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.85461"," -89.61091",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599395","9617360",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86960"," -89.63198",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599396","9617356",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86868"," -89.63211",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599397","9617365",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.87133"," -89.63172",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599398","9617362",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86932"," -89.63198",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599400","9617355",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86699"," -89.63226",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599401","9619167",Brady O'Connell ,Detected,Positive,11-15-21,11-15-21,,"Sangamon, Illinois, United States","  39.87494"," -89.61602",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599401","9623591",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.87494"," -89.61602",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599403","9617354",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86662"," -89.63235",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599405","9617367",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86655"," -89.63244",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599406","9623581",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.85528"," -89.61013",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599409","9623597",Brady O'Connell ,Detected,Positive,11-29-21,12-01-21,,"Sangamon, Illinois, United States","  39.77202"," -89.60737",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
"9599410","9617361",Brady O'Connell ,Detected,Positive,11-11-21,11-11-21,,"Sangamon, Illinois, United States","  39.86632"," -89.63249",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,iPhone,,,,,,,,Not Verified,,
